// CXL Trace automatically generated
// Format: <R/W> <Address(hex)> <Time(us)> <CompressionRatio(%)>
// Parameters: 500 pages, 0.03 us avg interval, 10000 requests

R 0x94da8efc0 22.497 51.1
R 0x557508f980 22.531 48.1
R 0x6134e742c0 22.586 48.2
R 0x43b373100 22.725 48.4
R 0x4c17ec5cc0 22.938 50.3
R 0x6210703580 22.942 50.8
R 0x39ceabd380 22.948 45.2
R 0x5c00b52780 22.989 50.6
R 0x3c07015d80 22.995 53.5
R 0x57ae0ff9c0 23.000 50.8
R 0x76c18b1a80 23.016 50.1
R 0x168221700 23.055 47.9
R 0x1fa98bab80 23.124 48.7
R 0x53831511c0 23.174 47.9
R 0x3685296a40 23.262 45.6
R 0x442db27c80 23.290 47.7
R 0x450ef8b440 23.291 48.8
R 0x55f380c40 23.295 51.8
R 0x1141d80c40 23.348 54.9
R 0x1107a79480 23.358 50.8
R 0x546d104a00 23.373 50.6
R 0x1ce1f25280 23.415 48.5
R 0x2f1d8b5040 23.448 46.9
R 0x175c283540 23.451 48.5
R 0x4dd7a9b7c0 23.508 54.6
R 0x27b86a5a00 23.558 49.5
R 0x10b2190580 23.561 47.2
R 0x34200d1040 23.567 47.0
R 0x601d941bc0 23.575 47.0
R 0x3d7d343380 23.600 52.2
R 0x291dec1640 23.610 46.1
R 0x6e810ad2c0 23.695 47.8
R 0x17055f6bc0 23.701 45.1
R 0x89becef40 23.734 47.7
R 0x248edfebc0 23.749 54.8
R 0x34200d15c0 23.793 53.3
R 0x546d104cc0 23.801 54.3
R 0xd837c95c0 23.828 49.0
R 0x5f10f44480 23.849 51.5
R 0x5d65fa9740 23.883 48.0
R 0x6b162e1a40 23.887 46.9
R 0x2ec8f4eac0 23.909 51.8
R 0xea14f03c0 23.927 50.4
R 0x175c283540 23.989 53.4
R 0x1141d807c0 24.038 45.1
R 0x44bfa6b600 24.075 50.6
R 0x3fe5530440 24.090 52.2
R 0x5f0bae9e40 24.175 51.8
R 0x33fa97c3c0 24.192 53.3
R 0xe2d377980 24.194 45.8
R 0x2b577afb00 24.233 47.6
R 0x67e8cecd80 24.317 48.8
R 0x1277cc1dc0 24.324 47.3
R 0x11f8fa5940 24.334 47.1
R 0x6ce4ef2340 24.414 52.4
R 0x3158dd26c0 24.419 51.4
R 0x539aa206c0 24.448 45.8
R 0x4e7bdc1900 24.461 50.0
R 0x6b2808000 24.487 46.1
R 0x58a184100 24.495 48.0
R 0x59f7d0ac80 24.525 53.0
R 0x35c5c3cd00 24.529 53.0
R 0x68c2edd240 24.624 45.2
R 0x10e2c77a80 24.716 55.0
R 0x69b28158c0 24.725 48.2
R 0x3a98ec05c0 24.727 50.2
R 0x5b3a6e3740 24.733 47.6
R 0x2b73db3540 24.820 48.6
R 0xb07bb6640 24.842 49.8
R 0x3da167bcc0 24.914 49.5
R 0x17745be840 24.923 50.1
R 0x25e25417c0 24.951 48.1
R 0x168221600 24.958 50.8
R 0x2473143d40 25.006 47.4
R 0x6ae4edf380 25.013 45.9
R 0x79b9a436c0 25.014 47.0
R 0x3a98ec0a40 25.059 46.0
R 0x6422e78ec0 25.090 47.9
R 0x5378d851c0 25.101 46.0
R 0xfc8042d40 25.120 53.9
R 0x4038dad580 25.143 47.8
R 0x78114ad700 25.204 47.0
R 0x465f27d580 25.289 51.0
R 0x4a3f70c400 25.292 52.0
R 0x7cacf68ec0 25.303 48.0
R 0x704b86d000 25.313 47.3
R 0x7b0b630200 25.313 52.3
R 0x2e05c8a800 25.337 53.3
R 0xeb15428c0 25.352 49.3
R 0x747dddf000 25.398 51.3
R 0x6144088680 25.412 52.4
R 0x4740690c80 25.417 52.4
R 0x23defd3c40 25.425 48.5
R 0x557508f8c0 25.429 45.4
R 0x3f85f3c580 25.464 46.2
R 0x7819ab1d80 25.552 48.7
R 0x6e79b3a040 25.564 50.4
R 0x3514634380 25.578 47.2
R 0x5d276fa540 25.591 45.2
R 0x27dc922000 25.596 50.0
R 0x7c1d5cc380 25.627 45.2
R 0x71d40e8d00 25.662 50.0
R 0x63ade2a7c0 25.670 45.0
R 0x17b736ea80 25.683 53.5
R 0x2f6cc25980 25.694 52.3
R 0x2d546c1bc0 25.701 50.4
R 0x46ade4f780 25.708 49.1
R 0x69b87a3c40 25.719 51.9
R 0x1b53700380 25.802 45.2
R 0x3901931fc0 25.808 49.4
R 0x3233d0d700 25.873 52.0
R 0xdd520f2c0 25.891 50.5
R 0x7bc7cbfa80 25.901 50.1
R 0x35146345c0 25.912 48.3
R 0x6b162e1980 26.004 50.2
R 0x5fc07ba540 26.090 45.3
R 0x7adbd94440 26.184 51.8
R 0x27b86a5880 26.215 51.3
R 0x73492a5440 26.223 50.6
R 0x347c223700 26.225 54.8
R 0x7ebfd54f00 26.264 46.6
R 0x44c71e1cc0 26.281 45.3
R 0x4065c9fa00 26.286 50.5
R 0x5024860480 26.312 45.4
R 0x72d8cd3b00 26.323 49.7
R 0x41c921b640 26.427 47.2
R 0x21d1ac9540 26.439 46.3
R 0x6c2e58dcc0 26.480 50.5
R 0x619b2aeb80 26.484 45.9
R 0x403f21f380 26.491 51.9
R 0x70da124740 26.505 51.0
R 0x47b3286200 26.533 52.6
R 0x23f7ee2f80 26.538 46.7
R 0x76c18b1d40 26.552 54.8
R 0x7c1d5cccc0 26.591 52.3
R 0x1638258d40 26.605 53.0
R 0x1b53700840 26.669 46.4
R 0x7855e32dc0 26.686 46.6
R 0x3a04053b80 26.719 45.5
R 0x617b23fd40 26.765 50.4
R 0x10e2c77400 26.778 45.1
R 0x2b3c78aa80 26.844 50.7
R 0x5383151fc0 26.864 54.0
R 0x3182e5f100 26.865 46.8
R 0x333389ef00 26.873 50.6
R 0x1fa98baa00 26.883 54.7
R 0x1b53700640 26.898 51.7
R 0x4bf07128c0 26.899 54.8
R 0x3552b98440 26.901 48.9
R 0x1622aa6b80 26.951 49.0
R 0x17055f6f80 26.958 45.1
R 0xaf00e0240 26.982 50.6
R 0x6fab70d40 27.036 45.3
R 0x5af24adbc0 27.056 53.4
R 0x136445ed40 27.106 52.6
R 0x46abc7f900 27.129 53.3
R 0x69d9c9e8c0 27.168 49.7
R 0x67e8cecec0 27.173 52.3
R 0x65a70f13c0 27.213 49.9
R 0x402f31e600 27.223 48.5
R 0x6500496180 27.243 47.4
R 0x188c2d7e80 27.249 50.4
R 0x27dc922a40 27.249 46.9
R 0x5fc3cf7980 27.254 53.7
R 0x55f380f40 27.282 45.2
R 0x4dfebd27c0 27.299 51.3
R 0x13faddd140 27.305 51.4
R 0x4eee645740 27.367 50.1
R 0x100790fa40 27.368 51.9
R 0x3a33276d80 27.390 51.0
R 0x17b736e140 27.407 45.2
R 0x5388dd9580 27.438 45.2
R 0x42eaefbf40 27.459 51.2
R 0x7df8597e40 27.467 51.3
R 0x47a0290c40 27.515 54.2
R 0x72d8cd3500 27.515 51.3
R 0x5b89c5c040 27.526 49.1
R 0x4f6eb4cdc0 27.579 53.1
R 0x31414e60c0 27.640 54.0
R 0x3685296600 27.672 53.5
R 0x23f7ee2ec0 27.685 45.2
R 0x759fe8d900 27.687 45.7
R 0x46ade4fb40 27.697 48.7
R 0xee80af240 27.710 49.5
R 0x747dddf900 27.756 45.7
R 0x27dc922800 27.780 47.0
R 0x41c921bd40 27.787 48.3
R 0x27dc922b80 27.811 52.2
R 0xe2d377e80 27.828 49.5
R 0x4a12977500 27.856 50.2
R 0xa3455a640 27.903 53.2
R 0x484489dc40 27.981 51.3
R 0x372f558cc0 28.003 51.0
R 0x704b86dd00 28.046 48.7
R 0x2993a91dc0 28.068 54.4
R 0x4100120b00 28.095 49.7
R 0x76e590cf80 28.181 54.4
R 0x6d10734b80 28.228 47.9
R 0x4a7dda4580 28.245 54.1
R 0x79e31a9a80 28.264 51.9
R 0x3d7d343a00 28.299 52.4
R 0x741992bfc0 28.300 54.2
R 0x5024860dc0 28.526 52.9
R 0x94da8e700 28.552 46.9
R 0x34200d1280 28.563 51.3
R 0x293b5698c0 28.578 50.2
R 0x13a6a27280 28.589 52.6
R 0x402f31ebc0 28.594 54.6
R 0x73492a5b40 28.675 47.1
R 0x275ede780 28.693 48.5
R 0x39019313c0 28.724 46.9
R 0x2e080bf540 28.737 54.6
R 0x740bed5ac0 28.864 49.6
R 0x17a0da5580 28.883 51.0
R 0x6e79b3ad40 28.904 48.3
R 0x302d2358c0 28.907 50.4
R 0x2ed111ca80 28.920 47.2
R 0x4e8905c480 28.947 54.5
R 0x485c0f1e40 28.971 51.8
R 0x293b569240 29.024 50.9
R 0x485c0f1980 29.038 47.0
R 0x2b17525880 29.166 54.0
R 0x758ba16e80 29.176 48.6
R 0x7819ab1880 29.176 46.2
R 0x7519220f40 29.195 49.6
R 0x5358e6e00 29.249 50.3
R 0x6d47d8fd80 29.250 49.6
R 0x4e60186440 29.306 54.4
R 0x6fb11192c0 29.307 45.9
R 0x4276ddf340 29.332 49.0
R 0x4bdf17c640 29.354 54.7
R 0x5af24ad340 29.438 50.2
R 0x5edf121240 29.474 47.9
R 0x5a6d16080 29.496 45.3
R 0x248edfef80 29.497 53.9
R 0x4ed9316c40 29.511 54.4
R 0x38b17c7040 29.517 52.0
R 0x89bece640 29.537 51.1
R 0xce005a040 29.629 52.0
R 0x47b32868c0 29.652 50.6
R 0x6651771740 29.661 51.4
R 0x16945793c0 29.666 47.7
R 0x4c17ec5600 29.757 53.6
R 0x275ede880 29.775 48.7
R 0x66ad814d40 29.792 53.1
R 0x43bfce1480 29.802 51.3
R 0x6b2808ac0 29.838 52.0
R 0x5c0dc12480 29.870 54.5
R 0x599b887840 29.872 54.0
R 0x5cabc90f40 29.913 53.8
R 0x3c98e5d780 30.000 46.1
R 0x3901931dc0 30.072 46.6
R 0x3c35762e80 30.143 47.1
R 0x275ededc0 30.165 54.6
R 0x65a70f1380 30.220 49.7
R 0x72f6213e00 30.268 51.1
R 0x1495374940 30.285 53.6
R 0xeb1542ec0 30.311 52.3
R 0x57ea1aec80 30.364 46.3
R 0x484fbda9c0 30.414 54.8
R 0x6ce4ef27c0 30.427 53.6
R 0x1695c0d4c0 30.452 45.2
R 0x60667c2ec0 30.514 49.3
R 0x2993a91b80 30.521 47.9
R 0x5378d85d80 30.523 47.3
R 0x76f672c680 30.525 49.3
R 0x2f1d8b5a00 30.529 52.6
R 0x557508fd80 30.570 52.5
R 0x5613939500 30.591 53.1
R 0xc179a8200 30.640 54.6
R 0x719ff5f9c0 30.656 49.7
R 0x3d93220a80 30.661 49.1
R 0x4e8905c580 30.690 50.4
R 0x10b2190c80 30.723 48.8
R 0x33fa97cf40 30.736 51.4
R 0x4eee645880 30.756 53.6
R 0x7b0b630100 30.757 54.1
R 0x46ade4fa80 30.767 45.0
R 0x6330be3540 30.767 45.4
R 0x275ededc0 30.872 50.2
R 0x3f85f3c6c0 30.884 53.6
R 0x4065c9f1c0 30.929 45.7
R 0x68c2eddac0 30.972 54.4
R 0x4e5db9c880 30.999 54.0
R 0x89bece240 31.029 50.5
R 0x6c2e58dc40 31.035 55.0
R 0x442db27640 31.037 50.9
R 0x4e60186a00 31.043 50.8
R 0x3fe55300c0 31.046 51.8
R 0x28b0c06b40 31.062 54.2
R 0x78068f1e40 31.069 51.0
R 0x2b73db3080 31.082 46.7
R 0x1eebecb40 31.126 48.7
R 0x25df09f480 31.138 51.6
R 0x60667c24c0 31.252 54.7
R 0x71dfc8b300 31.273 53.3
R 0x3a04053980 31.336 53.5
R 0x3f28b4ee80 31.336 47.8
R 0x36fb3bf900 31.356 54.0
R 0x57ae0ff340 31.363 49.6
R 0x727fb31400 31.370 49.0
R 0x6c91c64340 31.370 50.5
R 0x7be58f5c0 31.391 54.7
R 0x2e05c8ab40 31.400 48.0
R 0xea14f0ac0 31.561 48.3
R 0x28b0c06b40 31.654 54.7
R 0xf794b3d00 31.673 47.8
R 0x7024f62a80 31.697 52.3
R 0x2572d6afc0 31.713 50.1
R 0x5890972d40 31.728 52.8
R 0x5034d16dc0 31.733 46.6
R 0x3552b98900 31.734 50.0
R 0x2f149c3e00 31.739 50.2
R 0xaf00e0f40 31.765 50.7
R 0x727fb31280 31.837 48.3
R 0x42eaefba00 31.840 45.5
R 0xee80afec0 31.877 46.7
R 0xdd520f200 31.889 45.2
R 0x758ba16340 31.889 52.3
R 0x6d3e63ac0 31.893 53.8
R 0x47b3286e40 31.923 52.5
R 0x5af24ad080 31.939 47.2
R 0x5388dd9480 32.086 53.2
R 0x27dc922640 32.089 45.6
R 0x45768d3800 32.167 50.1
R 0x6b38dfc140 32.170 52.8
R 0x6640b9c0 32.173 50.2
R 0x44c71e1ec0 32.210 49.0
R 0x5024860ec0 32.212 45.5
R 0x71ed86ac80 32.237 46.9
R 0x4e54883840 32.242 52.4
R 0x5358e6980 32.272 52.2
R 0xce005a840 32.277 52.6
R 0x6651771300 32.302 53.1
R 0x465f27d280 32.335 51.1
R 0x4a7dda4500 32.345 52.3
R 0x3899db3c80 32.350 45.4
R 0x2b577af9c0 32.360 46.8
R 0x27dc922b00 32.404 45.8
R 0x6b8515ed40 32.417 48.6
R 0x17a0da5680 32.433 48.6
R 0x2ec0df8940 32.456 51.2
R 0x4dfebd2f40 32.468 53.8
R 0x599b887580 32.480 49.3
R 0x77201f7400 32.521 54.8
R 0x6ae4edf900 32.550 47.3
R 0x76790d8280 32.574 53.7
R 0x5c26bd2840 32.648 50.5
R 0x41c921be80 32.679 45.8
R 0x1eebec0c0 32.687 48.0
R 0x3a2eaf7700 32.752 52.3
R 0x59f7d0a6c0 32.772 53.0
R 0x64c1f69880 32.807 48.2
R 0x3e6a6cf940 32.884 52.3
R 0x480e0f93c0 32.894 54.7
R 0x47e7f8db40 32.897 53.5
R 0x3d7d343240 32.906 54.1
R 0x275ede040 32.991 45.5
R 0x7e00c23cc0 33.028 48.9
R 0x716d876d80 33.033 50.0
R 0x6fab70f80 33.057 47.2
R 0x2d8f47b440 33.094 53.8
R 0x2482e32080 33.187 51.2
R 0x65d2084780 33.244 46.8
R 0x76b70c4b40 33.284 47.0
R 0xe0b43fa80 33.305 48.4
R 0x42a7a2fe80 33.339 45.0
R 0x293b569780 33.363 46.0
R 0x4e5db9c680 33.394 46.2
R 0x5cabc90440 33.410 45.6
R 0x43bfce1700 33.451 45.4
R 0x3da167b3c0 33.518 52.0
R 0x49a3e155c0 33.523 51.1
R 0x38b17c7700 33.555 50.3
R 0x71d40e8840 33.596 53.3
R 0x6ae4edfd40 33.661 50.2
R 0x5ead39af40 33.725 48.3
R 0xe7ecbecc0 33.729 51.0
R 0x1893d16ac0 33.741 53.2
R 0x35c5c3c0c0 33.806 55.0
R 0x3233d0d600 33.872 50.3
R 0x51c4748980 33.885 46.2
R 0x4497712240 33.959 46.9
R 0x5034d16580 33.962 54.1
R 0x43bfce1d80 33.966 46.4
R 0x24518d39c0 33.977 51.7
R 0x21b6ff3f40 33.988 50.7
R 0x42a7a2f540 34.025 51.4
R 0x5890972b40 34.037 50.2
R 0x291dec1e40 34.041 45.5
R 0x71dfc8b2c0 34.069 52.6
R 0x78068f1000 34.136 50.1
R 0x249df8e200 34.174 48.4
R 0x485c0f1b80 34.187 51.6
R 0x5af24adb40 34.222 46.4
R 0xe0b43f9c0 34.242 46.9
R 0x65edd04980 34.275 54.0
R 0x3a04053980 34.285 54.0
R 0x34e14050c0 34.386 49.1
R 0x4a7dda4c80 34.422 50.6
R 0x58870bf680 34.477 51.7
R 0x5034d16380 34.506 45.5
R 0x443c8fa2c0 34.514 46.8
R 0x1aadedbb80 34.520 48.2
R 0x2f3f1aebc0 34.522 49.6
R 0x617b23fa00 34.550 53.0
R 0xddbe89c40 34.576 48.6
R 0x21d1ac9000 34.607 50.2
R 0xe0b43f580 34.633 49.1
R 0x6d1c0fe680 34.692 46.0
R 0x1f108df780 34.723 48.1
R 0x5f10f44840 34.785 52.9
R 0x216cb89dc0 34.828 54.2
R 0x704b86d9c0 34.830 47.9
R 0xddbe89440 34.846 52.3
R 0x40ec41eac0 34.863 46.9
R 0x1893d16940 34.900 52.4
R 0x6d10734580 34.911 53.9
R 0x6ae4edf780 34.942 48.7
R 0x3e39049b40 34.953 51.9
R 0x76b455b140 34.960 51.9
R 0x17b736e6c0 35.041 48.0
R 0x3901931640 35.044 48.1
R 0xe2d377b40 35.047 54.4
R 0x4c17ec5480 35.069 45.4
R 0x2af0bd3e00 35.075 48.4
R 0x2be60d0d40 35.173 46.4
R 0x76b70c4480 35.204 48.5
R 0x3bbfdd0c80 35.319 53.0
R 0x19c55e7380 35.339 48.2
R 0x5fffa6e700 35.350 48.4
R 0x3182e5f1c0 35.359 53.7
R 0x46ade4f500 35.376 53.4
R 0x6a0eb15d40 35.397 50.2
R 0x3af540bcc0 35.412 54.2
R 0x23f7ee2d40 35.459 50.4
R 0x5c0dc12780 35.486 48.9
R 0x33eb82de00 35.568 54.9
R 0x21b6ff37c0 35.574 48.8
R 0x168221c80 35.584 52.8
R 0x1cc6739d00 35.696 54.5
R 0x26981db40 35.755 45.5
R 0x2b78b5eb00 35.763 54.5
R 0x168221400 35.779 51.5
R 0x20d6fc000 35.855 46.0
R 0x3ea7152e00 35.875 54.3
R 0x475aa71c0 35.919 47.1
R 0x5024860480 36.079 54.2
R 0x272bb5c780 36.081 46.3
R 0x70da124a80 36.082 50.8
R 0x30fe113cc0 36.093 54.2
R 0x23defd3540 36.138 46.7
R 0x64d209c800 36.155 48.6
R 0x5419492a80 36.207 49.9
R 0x291dec17c0 36.212 46.2
R 0x5c0dc12400 36.281 54.2
R 0x21ec5c0c80 36.315 51.7
R 0x47c7695e00 36.324 54.8
R 0x3f28b4eec0 36.332 50.6
R 0x96b60d4c0 36.335 53.8
R 0x41d22339c0 36.395 47.5
R 0x2f149c30c0 36.430 45.5
R 0x1ee4423900 36.462 45.6
R 0x4ce0bba640 36.493 48.8
R 0x7ebfd547c0 36.525 53.7
R 0x5b89c5c040 36.536 48.8
R 0x46abc7f740 36.587 53.7
R 0x79b9a43380 36.639 45.2
R 0x6d1c0fed40 36.692 54.1
R 0x7809de740 36.715 51.0
R 0x94da8edc0 36.717 51.7
R 0x58c84d2a40 36.735 53.9
R 0x74b5d52140 36.765 52.5
R 0x5613939480 36.831 47.2
R 0x42fd043440 36.861 50.7
R 0x4065c9fec0 36.862 52.1
R 0x6b38dfc740 36.872 54.2
R 0x4915089140 36.928 48.0
R 0x3182e5f200 36.949 47.8
R 0x4335740fc0 36.992 51.6
R 0x2ec8f4ee80 37.002 47.5
R 0x7262677dc0 37.006 51.5
R 0x443c8fa000 37.038 51.5
R 0x1323197700 37.064 47.3
R 0x5378d85500 37.160 48.8
R 0x8a1542700 37.190 53.2
R 0x4c03e79a00 37.209 48.2
R 0x57a33c5080 37.229 45.4
R 0x5f10f443c0 37.243 53.4
R 0xc179a8a40 37.256 51.0
R 0x55a4f57680 37.285 53.9
R 0x43b3738c0 37.297 45.6
R 0x3f85f3c700 37.339 51.1
R 0x7ff74ea4c0 37.436 48.6
R 0x30fe113380 37.437 53.3
R 0xd3085b100 37.438 49.9
R 0x69b2815440 37.449 45.2
R 0x69b87a3640 37.483 54.7
R 0x43b373740 37.492 51.3
R 0x3c0c8ecd00 37.529 45.7
R 0x6a0eb15c00 37.654 46.9
R 0x45827d9b80 37.663 50.4
R 0x4915089340 37.691 51.3
R 0x35c5c3c680 37.814 47.8
R 0x302e596cc0 37.832 46.7
R 0x291dec1940 37.886 48.7
R 0x2eeae21800 37.890 48.1
R 0x6b2b256640 37.944 54.7
R 0x7262677500 37.950 47.7
R 0x27dc922340 37.951 47.9
R 0x34e1405780 37.996 47.5
R 0x17a0da5cc0 38.009 48.8
R 0x402f31e780 38.018 46.1
R 0x5fc3cf79c0 38.085 54.7
R 0x3685296180 38.090 51.3
R 0x6bd4a1dec0 38.138 48.5
R 0x33fa97cd80 38.170 53.7
R 0x7855e32800 38.181 52.2
R 0x4c1481ef80 38.187 51.2
R 0x7b0b630280 38.189 46.3
R 0x3d9bdabac0 38.277 50.8
R 0x375ca1e180 38.293 51.5
R 0x710e27cec0 38.296 51.3
R 0x2bfab56680 38.309 52.3
R 0x4c1481e800 38.352 48.6
R 0x2ca15f8080 38.393 53.6
R 0x57ae0ffa80 38.434 54.7
R 0x7ff74ea4c0 38.461 53.6
R 0x66ad814d80 38.464 45.3
R 0x66ad814900 38.478 49.0
R 0x3552b98d80 38.479 49.1
R 0x14cc2a6740 38.497 53.1
R 0x403f21f9c0 38.523 51.0
R 0x741992bbc0 38.531 54.8
R 0x68c2edd4c0 38.532 49.3
R 0x475aa7300 38.652 51.0
R 0x759fe8d100 38.694 53.6
R 0x599b887940 38.713 46.2
R 0x4915089ac0 38.720 47.4
R 0x7df8597b40 38.782 45.7
R 0x1893d16f80 38.787 49.9
R 0x5525d483c0 38.841 46.3
R 0x43bfce1740 38.900 48.3
R 0x1c63dfea80 38.920 48.6
R 0x40c2ce040 38.979 54.7
R 0x1dafcc540 38.990 52.9
R 0x2eca03000 38.992 47.5
R 0x76c18b11c0 39.102 47.2
R 0x64d209cbc0 39.105 51.1
R 0x78114ad980 39.169 53.9
R 0x4497712580 39.200 49.3
R 0x65edd04cc0 39.245 54.3
R 0x74b5d52080 39.318 51.5
R 0x20493ce300 39.328 48.1
R 0x480e0f9240 39.363 46.4
R 0x6651771080 39.393 52.1
R 0x2eca03e80 39.393 47.0
R 0x58a184c40 39.412 54.5
R 0x1141d802c0 39.415 48.0
R 0x7519220f80 39.415 47.0
R 0x1277cc1800 39.466 49.6
R 0xd837c9100 39.486 49.6
R 0x6b38dfcf00 39.518 46.6
R 0x23defd3f00 39.533 54.5
R 0x36fb3bf380 39.564 50.2
R 0x5fffa6e380 39.573 54.8
R 0x2473143680 39.614 50.3
R 0x46abc7fb00 39.619 45.1
R 0x3a62db2e80 39.698 47.9
R 0x2e05c8afc0 39.703 51.3
R 0x572282f180 39.722 50.2
R 0x3f381411c0 39.772 47.5
R 0x6d3e636c0 39.780 52.3
R 0x599b887540 39.828 46.8
R 0xe2d377b00 39.854 47.5
R 0x19f3a4d800 39.871 54.7
R 0x67e8cec500 39.899 54.5
R 0x71d40e8340 39.903 45.6
R 0x6422e78ac0 39.915 54.7
R 0x2b577af4c0 39.967 46.1
R 0x272bb5c700 40.038 46.9
R 0x2e05c8a800 40.050 49.5
R 0x741992b4c0 40.055 53.1
R 0x6c91c648c0 40.090 47.8
R 0x4ce0bbae80 40.099 45.3
R 0x17b4bcae40 40.127 51.7
R 0x94da8e100 40.170 52.1
R 0xe0b43ff00 40.205 53.7
R 0x51c47482c0 40.208 49.0
R 0x6d10734cc0 40.216 54.8
R 0x4bf0712280 40.261 46.0
R 0x4dfebd2b80 40.267 49.9
R 0x36fb3bf280 40.271 52.0
R 0x22f4299540 40.296 53.1
R 0x24ca9a1740 40.333 47.5
R 0xddbe89880 40.343 46.2
R 0x707b25c840 40.351 46.9
R 0x3101795680 40.378 51.1
R 0x4347f40cc0 40.380 54.6
R 0x5b3a6e3340 40.395 47.1
R 0x4f6eb4c680 40.424 50.3
R 0x175c283ec0 40.427 49.3
R 0x366fd2dac0 40.428 45.0
R 0x3a98ec0fc0 40.453 52.1
R 0x5311671900 40.460 54.5
R 0x5613939c40 40.481 50.1
R 0x4a12977640 40.488 50.4
R 0x49ccee12c0 40.491 46.0
R 0x4c17ec5b40 40.495 51.8
R 0x31646a6f00 40.508 49.4
R 0x69d9c9e080 40.583 45.4
R 0x4c03e79640 40.585 45.5
R 0x440b98c80 40.624 54.1
R 0x7262677d80 40.631 53.2
R 0x5cabc90800 40.647 54.9
R 0x6b2808a80 40.680 53.5
R 0x5a6d163c0 40.698 54.6
R 0x3158dd2f00 40.719 49.0
R 0x77201f7ec0 40.755 48.2
R 0x551a9a2840 40.808 48.1
R 0x6651771f00 40.820 51.9
R 0x2572d6a280 40.828 45.4
R 0x2b66ce2540 40.864 48.3
R 0x1fa98ba480 40.892 49.5
R 0xea14f0800 40.903 45.9
R 0x69b87a3cc0 40.909 52.8
R 0x64d209cc40 41.010 53.0
R 0x43acbbd2c0 41.010 52.7
R 0x5e04e302c0 41.062 45.2
R 0x1495374f80 41.106 50.0
R 0x7df8597200 41.113 49.1
R 0x3c0c8ecb40 41.120 52.2
R 0x25b66b63c0 41.136 54.6
R 0x647338c400 41.176 46.5
R 0x484489d000 41.193 53.0
R 0x707b25c2c0 41.194 52.2
R 0x2b66ce2dc0 41.195 53.5
R 0x1277cc1940 41.203 47.9
R 0x590f4d9e40 41.253 54.4
R 0x43b373340 41.279 50.0
R 0x60667c2140 41.298 52.1
R 0x24fe9b1b80 41.299 45.9
R 0x86ab590c0 41.314 53.4
R 0x1836331cc0 41.335 51.6
R 0x3b1129e680 41.415 51.2
R 0x40ec41e3c0 41.499 52.7
R 0x5c0dc12ac0 41.506 52.1
R 0x3a98ec0fc0 41.549 50.9
R 0x1eebece80 41.573 49.2
R 0x480e0f9340 41.581 54.8
R 0x43bfce1f80 41.609 52.5
R 0x2f3f1ae1c0 41.621 48.3
R 0x5203c28340 41.622 53.7
R 0x75ff746580 41.631 49.9
R 0x12b7928580 41.660 53.4
R 0x4bdf17c040 41.731 45.4
R 0x6d3e63080 41.782 45.6
R 0x7e00c236c0 41.812 50.3
R 0x1156160800 41.817 50.8
R 0x5203c288c0 41.829 50.3
R 0x79b9a43c40 41.844 46.7
R 0x7adbd94900 41.850 46.0
R 0x6b8515eb40 41.874 48.7
R 0x69b2815540 41.898 54.7
R 0xee80afbc0 41.900 45.1
R 0x1ee4423380 41.947 47.2
R 0xddbe89b40 41.978 46.0
R 0x1323197880 42.064 46.3
R 0x484fbdaf00 42.074 46.8
R 0x20493ce2c0 42.077 50.7
R 0x12b79284c0 42.116 46.5
R 0x11f8fa5000 42.135 46.9
R 0x33eb82d640 42.145 49.1
R 0x5654eb4b00 42.159 54.1
R 0x136445ee40 42.208 49.5
R 0x5c26bd2340 42.231 49.9
R 0x64c1f693c0 42.237 50.2
R 0x480e0f9440 42.241 52.0
R 0x6640b740 42.288 48.4
R 0x13550e4500 42.304 53.8
R 0x25b66b6c40 42.315 52.9
R 0x5358e6500 42.389 54.2
R 0x47a648aec0 42.406 52.2
R 0x393a4076c0 42.425 49.5
R 0x3b968f04c0 42.431 54.4
R 0x44977128c0 42.441 46.9
R 0x76e590cf80 42.443 51.5
R 0x2eeae21fc0 42.467 48.1
R 0x64c1f69a80 42.525 49.2
R 0x72d8cd3a80 42.545 51.6
R 0x21d1ac9a80 42.575 49.6
R 0x1156160100 42.602 53.2
R 0x4817d8bb80 42.642 52.2
R 0x2b3c78a480 42.645 46.6
R 0x14cc2a6200 42.713 54.2
R 0x2ca15f8780 42.807 50.1
R 0x16945795c0 42.823 45.6
R 0x3d7d343a80 42.839 51.0
R 0x49a3e15300 42.847 53.5
R 0x2fa8bb5740 42.848 53.5
R 0x2bfab56b00 42.886 46.8
R 0x4eee6452c0 42.948 48.7
R 0x599b887bc0 42.997 49.6
R 0x6651771000 43.000 47.1
R 0x1836331a80 43.002 48.9
R 0x42f7f61340 43.017 50.3
R 0x248edfe9c0 43.025 51.0
R 0x49150894c0 43.026 46.1
R 0x78068f1c40 43.117 54.1
R 0x7d33692280 43.120 48.9
R 0x27dc922240 43.161 53.0
R 0x8fcd3ccc0 43.205 52.9
R 0x740bed5a40 43.211 46.9
R 0x63ade2ab40 43.214 50.5
R 0x57b3eb9ec0 43.222 47.6
R 0x3233d0d480 43.247 52.6
R 0x4f34429500 43.292 47.4
R 0xddbe89400 43.309 45.3
R 0x3a01ba76c0 43.358 53.4
R 0x54375ea080 43.397 51.3
R 0x465a122b40 43.534 47.1
R 0x30ce408540 43.548 51.2
R 0x293b569240 43.573 47.0
R 0x5a6d160c0 43.580 52.2
